km	long	lat	alt	name
1497.606	133.86718	-23.73989	568.4	
1497.938	133.86881	-23.74248	565.0	
1498.248	133.87031	-23.74492	563.9	
1498.474	133.87102	-23.74685	565.5	
1498.587	133.87118	-23.74786	566.0	
1499.147	133.87173	-23.75289	561.1	
1499.651	133.87219	-23.75742	560.9	
1499.873	133.87265	-23.75938	559.9	
1500.074	133.87292	-23.76118	559.6	
1500.363	133.87317	-23.76378	556.4	
1500.544	133.87341	-23.76540	556.6	
1501.055	133.87427	-23.76994	556.1	
1501.593	133.87516	-23.77473	553.9	
1501.968	133.87581	-23.77806	554.3	
1502.373	133.87680	-23.78160	552.2	
1502.870	133.87804	-23.78594	550.9	
1503.098	133.87862	-23.78793	550.0	
1503.204	133.87889	-23.78886	549.1	
1503.267	133.87904	-23.78941	549.0	
1503.282	133.87908	-23.78954	549.0	
1503.289	133.87907	-23.78960	549.1	
1503.295	133.87905	-23.78965	549.1	
1503.301	133.87900	-23.78969	549.1	
1503.308	133.87895	-23.78972	549.2	
1503.315	133.87888	-23.78974	549.2	
1503.322	133.87881	-23.78975	549.3	
1503.423	133.87785	-23.78997	550.0	
1503.602	133.87616	-23.79041	549.8	
1503.855	133.87387	-23.79128	549.5	
1504.213	133.87067	-23.79263	549.9	
1504.476	133.86843	-23.79381	549.4	
1504.759	133.86640	-23.79555	549.2	
1505.313	133.86246	-23.79900	547.0	
1505.997	133.85758	-23.80324	547.9	
1506.564	133.85354	-23.80676	546.1	
1507.155	133.84933	-23.81042	548.1	
1507.632	133.84607	-23.81351	547.4	
1508.043	133.84352	-23.81639	549.7	
1508.521	133.84057	-23.81975	549.0	
1509.107	133.83695	-23.82386	546.8	
1509.512	133.83445	-23.82670	547.9	
1510.030	133.83125	-23.83034	547.0	
1510.621	133.82761	-23.83449	547.1	
1511.173	133.82420	-23.83836	548.0	
1511.381	133.82288	-23.83980	547.3	
1511.454	133.82243	-23.84031	546.4	
1511.491	133.82221	-23.84057	546.7	
1511.527	133.82199	-23.84083	547.0	
1511.958	133.81935	-23.84387	546.6	
1512.599	133.81541	-23.84838	547.1	
1512.889	133.81362	-23.85042	551.3	
1513.057	133.81259	-23.85160	553.0	
1513.284	133.81120	-23.85320	555.5	
1513.444	133.81022	-23.85433	554.0	
1513.782	133.80818	-23.85674	556.8	
1514.283	133.80516	-23.86031	557.4	
1514.987	133.80091	-23.86532	559.3	
1515.245	133.79934	-23.86715	559.3	
1515.867	133.79562	-23.87161	560.9	
1516.233	133.79341	-23.87421	563.1	
1516.419	133.79230	-23.87554	567.6	
1516.529	133.79163	-23.87632	570.2	
1516.788	133.79006	-23.87816	569.7	
1517.404	133.78632	-23.88253	571.8	
1517.511	133.78567	-23.88329	570.8	
1517.972	133.78286	-23.88656	567.9	
1518.643	133.77878	-23.89131	570.0	
1519.303	133.77475	-23.89598	574.2	
1519.928	133.77093	-23.90040	576.5	
1520.175	133.76942	-23.90214	578.1	
1520.388	133.76813	-23.90366	579.8	
1520.779	133.76577	-23.90644	581.1	
1520.919	133.76493	-23.90744	581.2	
1520.954	133.76472	-23.90769	582.1	
1521.461	133.76152	-23.91120	587.5	
1521.699	133.75993	-23.91277	590.6	
1522.416	133.75515	-23.91753	590.2	
1523.017	133.75114	-23.92151	591.4	
1523.640	133.74699	-23.92564	592.7	
1523.915	133.74515	-23.92746	596.1	
1524.159	133.74352	-23.92907	597.1	
1524.404	133.74188	-23.93070	602.5	
1524.474	133.74141	-23.93116	603.0	
1524.617	133.74047	-23.93211	601.1	
1524.871	133.73877	-23.93379	601.8	
1524.907	133.73853	-23.93403	601.4	
1525.423	133.73508	-23.93745	603.3	
1525.795	133.73259	-23.93990	606.7	
1526.486	133.72800	-23.94450	611.6	
1526.982	133.72473	-23.94782	615.3	
1527.451	133.72164	-23.95096	618.8	
1527.486	133.72141	-23.95120	618.6	
1527.778	133.71952	-23.95318	622.6	
1528.057	133.71769	-23.95506	624.6	
1528.341	133.71583	-23.95696	626.0	
1528.369	133.71564	-23.95715	626.7	
1528.609	133.71403	-23.95873	629.2	
1528.676	133.71356	-23.95916	630.4	
1528.885	133.71208	-23.96046	630.8	
1529.387	133.70840	-23.96348	631.1	
1529.992	133.70397	-23.96713	627.1	
1530.099	133.70320	-23.96778	624.5	
1530.169	133.70268	-23.96820	621.3	
1530.277	133.70190	-23.96885	622.3	
1530.419	133.70086	-23.96971	621.9	
1530.633	133.69930	-23.97101	617.9	
1530.811	133.69800	-23.97208	615.3	
1531.345	133.69411	-23.97532	613.4	
1531.452	133.69333	-23.97596	612.1	
1532.307	133.68709	-23.98114	607.5	
1532.379	133.68657	-23.98157	606.2	
1532.485	133.68580	-23.98222	604.7	
1532.806	133.68346	-23.98416	604.0	
1533.518	133.67827	-23.98848	601.9	
1534.018	133.67462	-23.99149	598.7	
1534.195	133.67332	-23.99256	597.1	
1534.516	133.67098	-23.99450	594.4	
1535.477	133.66394	-24.00029	591.8	
1536.047	133.65990	-24.00385	591.8	
1536.546	133.65676	-24.00731	588.3	
1537.045	133.65404	-24.01106	590.2	
1537.937	133.64938	-24.01788	590.8	
1538.685	133.64546	-24.02360	588.6	
1539.292	133.64230	-24.02824	587.4	
1539.580	133.64077	-24.03043	588.1	
1540.189	133.63761	-24.03510	589.9	
1540.779	133.63452	-24.03961	594.5	
1540.816	133.63433	-24.03989	594.7	
1541.101	133.63282	-24.04206	598.0	
1541.349	133.63144	-24.04391	598.9	
1541.421	133.63103	-24.04444	600.1	
1541.563	133.63019	-24.04546	602.7	
1541.670	133.62954	-24.04622	603.6	
1541.740	133.62910	-24.04671	603.4	
1542.167	133.62632	-24.04960	605.4	
1542.346	133.62510	-24.05076	603.2	
1542.382	133.62485	-24.05099	602.7	
1542.666	133.62289	-24.05282	598.5	
1542.701	133.62265	-24.05305	596.9	
1542.844	133.62167	-24.05397	593.0	
1543.021	133.62046	-24.05512	592.1	
1543.234	133.61900	-24.05650	593.0	
1543.697	133.61582	-24.05949	597.6	
1543.732	133.61558	-24.05972	599.1	
1543.839	133.61485	-24.06041	602.4	
1543.946	133.61412	-24.06111	604.0	
1544.054	133.61338	-24.06180	604.8	
1544.766	133.60850	-24.06641	606.6	
1544.979	133.60702	-24.06778	608.5	
1545.299	133.60476	-24.06979	613.4	
1545.371	133.60424	-24.07023	613.7	
1545.478	133.60346	-24.07088	613.0	
1546.120	133.59861	-24.07459	613.3	
1546.977	133.59190	-24.07927	611.4	
1547.477	133.58799	-24.08200	609.1	
1547.512	133.58772	-24.08220	609.2	
1548.332	133.58130	-24.08668	604.6	
1548.687	133.57853	-24.08863	605.9	
1549.364	133.57334	-24.09246	601.9	
1549.435	133.57283	-24.09290	601.6	
1549.684	133.57109	-24.09448	598.6	
1549.933	133.56945	-24.09615	595.1	
1550.432	133.56629	-24.09959	593.9	
1550.789	133.56402	-24.10205	589.5	
1551.180	133.56153	-24.10475	588.4	
1551.893	133.55700	-24.10966	585.5	
1552.605	133.55248	-24.11457	583.0	
1552.855	133.55089	-24.11629	580.0	
1553.033	133.54975	-24.11751	578.3	
1553.745	133.54523	-24.12242	573.9	
1554.671	133.53934	-24.12880	575.9	
1555.027	133.53708	-24.13126	573.8	
1555.812	133.53209	-24.13666	573.0	
1556.132	133.52994	-24.13878	570.4	
1556.347	133.52844	-24.14014	568.0	
1556.880	133.52449	-24.14331	568.1	
1557.664	133.51851	-24.14778	566.3	
1558.447	133.51262	-24.15233	567.4	
1558.945	133.50924	-24.15559	567.8	
1559.230	133.50748	-24.15760	563.9	
1559.445	133.50626	-24.15918	562.0	
1559.944	133.50373	-24.16304	564.2	
1560.337	133.50204	-24.16623	566.1	
1560.408	133.50174	-24.16681	567.2	
1560.479	133.50144	-24.16739	567.5	
1560.658	133.50069	-24.16885	571.2	
1561.657	133.49648	-24.17700	567.0	
1561.871	133.49558	-24.17875	563.8	
1562.440	133.49318	-24.18339	567.0	
1563.082	133.49047	-24.18863	561.3	
1563.118	133.49032	-24.18892	560.7	
1563.544	133.48852	-24.19240	562.9	
1564.222	133.48566	-24.19793	563.8	
1564.899	133.48280	-24.20345	559.8	
1565.077	133.48202	-24.20489	559.0	
1565.363	133.48063	-24.20713	553.4	
1565.540	133.47969	-24.20848	551.7	
1565.825	133.47805	-24.21057	548.5	
1565.860	133.47784	-24.21082	548.6	
1566.002	133.47698	-24.21183	546.4	
1566.395	133.47463	-24.21464	542.5	
1566.501	133.47401	-24.21541	540.7	
1567.212	133.46978	-24.22053	537.9	
1568.102	133.46444	-24.22690	534.6	
1568.529	133.46148	-24.22964	533.5	
1568.921	133.45843	-24.23180	531.0	
1569.741	133.45167	-24.23586	529.0	
1570.239	133.44772	-24.23852	527.6	
1570.594	133.44527	-24.24081	526.4	
1570.952	133.44320	-24.24342	523.7	
1571.308	133.44159	-24.24628	523.4	
1571.559	133.44073	-24.24840	517.0	
1571.951	133.43987	-24.25185	519.1	
1572.307	133.43962	-24.25506	514.8	
1572.840	133.43923	-24.25986	517.3	
1573.126	133.43840	-24.26232	516.4	
1573.374	133.43730	-24.26432	518.0	
1573.551	133.43641	-24.26570	522.1	
1573.587	133.43624	-24.26598	522.1	
1573.765	133.43535	-24.26737	524.6	
1573.837	133.43500	-24.26793	525.0	
1574.016	133.43411	-24.26933	522.5	
1574.124	133.43358	-24.27017	515.3	
1574.195	133.43322	-24.27072	511.8	
1574.266	133.43287	-24.27128	509.0	
1574.373	133.43238	-24.27213	507.1	
1574.407	133.43223	-24.27241	507.3	
1574.621	133.43140	-24.27418	504.0	
1574.658	133.43127	-24.27449	503.2	
1574.872	133.43065	-24.27634	500.4	
1575.226	133.43004	-24.27949	504.9	
1575.404	133.42994	-24.28109	506.4	
1575.689	133.43005	-24.28366	509.4	
1575.972	133.43051	-24.28618	512.7	
1576.007	133.43059	-24.28649	512.4	
1576.364	133.43168	-24.28955	512.5	
1576.721	133.43328	-24.29243	510.8	
1577.221	133.43599	-24.29619	510.8	
1577.540	133.43774	-24.29859	517.9	
1577.648	133.43833	-24.29940	518.3	
1578.112	133.44105	-24.30276	513.7	
1578.823	133.44560	-24.30765	517.7	
1579.002	133.44673	-24.30888	521.5	
1579.073	133.44719	-24.30937	521.2	
1579.394	133.44922	-24.31159	523.4	
1579.822	133.45188	-24.31459	520.8	
1580.215	133.45432	-24.31734	517.4	
1580.250	133.45454	-24.31759	516.8	
1580.358	133.45521	-24.31834	514.5	
1580.429	133.45565	-24.31884	513.3	
1580.606	133.45676	-24.32008	509.4	
1580.785	133.45787	-24.32133	509.5	
1581.105	133.45986	-24.32357	510.2	
1581.176	133.46030	-24.32407	512.2	
1581.425	133.46186	-24.32581	502.8	
1581.850	133.46470	-24.32863	498.3	
1581.917	133.46515	-24.32907	496.5	
1582.014	133.46581	-24.32970	496.8	
1582.108	133.46639	-24.33036	494.8	
1582.301	133.46715	-24.33196	497.3	
1582.498	133.46725	-24.33374	492.1	
1582.666	133.46681	-24.33520	488.1	
1582.833	133.46614	-24.33657	488.6	
1583.031	133.46505	-24.33806	486.7	
1583.238	133.46344	-24.33920	485.0	
1583.484	133.46119	-24.34003	483.2	
1583.870	133.45764	-24.34128	482.5	
1584.648	133.45049	-24.34381	480.2	
1584.932	133.44803	-24.34504	479.3	
1585.259	133.44527	-24.34656	476.5	
1585.841	133.44035	-24.34927	472.0	
1586.205	133.43742	-24.35116	473.5	
1586.861	133.43258	-24.35508	473.2	
1587.152	133.43087	-24.35719	472.8	
1587.553	133.42905	-24.36041	473.8	
1588.137	133.42629	-24.36503	473.6	
1588.773	133.42293	-24.36988	477.2	
1589.018	133.42156	-24.37170	478.3	
1589.148	133.42068	-24.37256	480.1	
1589.168	133.42055	-24.37269	480.3	
1589.436	133.41862	-24.37435	480.8	
1589.581	133.41760	-24.37526	484.2	
1589.664	133.41701	-24.37578	484.0	
1589.979	133.41476	-24.37774	485.0	
1590.013	133.41452	-24.37795	485.6	
1590.333	133.41224	-24.37995	486.5	
1590.801	133.40891	-24.38287	488.0	
1591.485	133.40405	-24.38716	489.5	
1591.769	133.40230	-24.38916	488.8	
1591.910	133.40148	-24.39019	485.8	
1592.158	133.40004	-24.39199	484.2	
1592.192	133.39983	-24.39224	483.5	
1592.405	133.39860	-24.39379	481.3	
1593.181	133.39408	-24.39944	477.9	
1594.029	133.38915	-24.40563	477.2	
1594.666	133.38533	-24.41019	475.0	
1595.480	133.38040	-24.41599	471.3	
1596.009	133.37719	-24.41976	467.4	
1596.539	133.37398	-24.42353	465.1	
1597.317	133.36926	-24.42907	464.8	
1598.058	133.36477	-24.43435	469.7	
1598.270	133.36345	-24.43583	471.1	
1598.553	133.36141	-24.43758	469.7	
1598.659	133.36057	-24.43814	469.4	
1598.906	133.35856	-24.43940	470.4	
1599.472	133.35395	-24.44228	464.2	
1599.612	133.35280	-24.44299	462.1	
1599.683	133.35222	-24.44335	461.6	
1600.001	133.34963	-24.44496	458.7	
1600.389	133.34631	-24.44671	455.4	
1600.425	133.34598	-24.44683	455.5	
1600.778	133.34266	-24.44778	453.0	
1601.202	133.33873	-24.44909	452.8	
1601.483	133.33640	-24.45047	449.7	
1601.801	133.33410	-24.45241	449.2	
1601.835	133.33386	-24.45263	448.7	
1602.400	133.32993	-24.45624	444.5	
1602.930	133.32623	-24.45962	442.2	
1603.352	133.32308	-24.46212	441.9	
1603.707	133.32003	-24.46369	439.4	
1604.555	133.31269	-24.46736	437.2	
1605.402	133.30534	-24.47100	436.0	
1606.074	133.29952	-24.47390	433.1	
1606.957	133.29187	-24.47771	433.1	
1607.557	133.28673	-24.48039	436.5	
1607.662	133.28591	-24.48097	436.6	
1607.873	133.28439	-24.48228	442.1	
1608.193	133.28245	-24.48456	438.0	
1608.335	133.28162	-24.48559	433.2	
1608.441	133.28099	-24.48635	433.2	
1608.512	133.28058	-24.48687	433.4	
1609.181	133.27675	-24.49179	434.0	
1609.427	133.27590	-24.49387	436.8	
1609.533	133.27570	-24.49481	439.7	
1609.639	133.27560	-24.49576	441.3	
1609.711	133.27557	-24.49641	442.8	
1609.959	133.27516	-24.49862	439.4	
1610.100	133.27459	-24.49978	437.2	
1610.310	133.27333	-24.50129	435.3	
1610.522	133.27165	-24.50243	433.3	
1610.664	133.27037	-24.50294	431.7	
1610.699	133.27004	-24.50303	430.3	
1610.875	133.26837	-24.50349	428.4	
1611.017	133.26703	-24.50386	426.9	
1611.334	133.26412	-24.50491	420.3	
1611.616	133.26179	-24.50629	427.5	
1611.932	133.25954	-24.50827	422.7	
1612.462	133.25636	-24.51207	426.2	
1612.640	133.25530	-24.51335	428.1	
1612.994	133.25337	-24.51601	426.9	
1613.311	133.25218	-24.51866	426.8	
1613.593	133.25119	-24.52104	427.2	
1613.912	133.25002	-24.52371	428.2	
1614.229	133.24842	-24.52617	427.1	
1614.864	133.24513	-24.53105	428.6	
1615.110	133.24443	-24.53318	433.7	
1615.534	133.24335	-24.53688	428.7	
1615.817	133.24194	-24.53908	433.1	
1616.100	133.24050	-24.54127	431.0	
1616.417	133.23893	-24.54375	427.9	
1616.453	133.23878	-24.54404	426.2	
1616.558	133.23841	-24.54493	424.2	
1616.806	133.23793	-24.54712	424.0	
1617.053	133.23799	-24.54935	422.5	
1617.405	133.23870	-24.55246	419.5	
1617.723	133.23935	-24.55527	425.3	
1617.935	133.23978	-24.55714	428.9	
1618.606	133.24111	-24.56308	430.6	
1618.855	133.24128	-24.56532	429.2	
1618.997	133.24117	-24.56660	427.9	
1619.350	133.24085	-24.56977	427.9	
1619.561	133.24015	-24.57157	430.6	
1619.774	133.23896	-24.57315	430.0	
1619.985	133.23764	-24.57463	427.3	
1620.549	133.23401	-24.57848	428.0	
1620.866	133.23148	-24.58017	427.8	
1621.217	133.22884	-24.58222	426.5	
1621.430	133.22771	-24.58384	426.9	
1621.677	133.22691	-24.58595	426.8	
1622.420	133.22500	-24.59243	431.0	
1622.738	133.22418	-24.59520	433.5	
1622.986	133.22354	-24.59736	436.9	
1623.375	133.22254	-24.60075	439.6	
1623.975	133.22098	-24.60598	439.3	
1624.329	133.22007	-24.60906	434.3	
1624.965	133.21842	-24.61460	436.4	
1625.847	133.21614	-24.62229	438.0	
1626.237	133.21513	-24.62568	442.0	
1627.013	133.21317	-24.63246	444.7	
1627.191	133.21296	-24.63405	444.1	
1627.261	133.21291	-24.63468	444.3	
1627.403	133.21285	-24.63596	444.3	
1627.438	133.21283	-24.63628	445.0	
1627.474	133.21281	-24.63660	445.6	
1628.181	133.21236	-24.64297	447.8	
1628.498	133.21153	-24.64573	448.5	
1629.167	133.20916	-24.65137	452.9	
1629.415	133.20829	-24.65346	456.3	
1629.450	133.20816	-24.65376	456.9	
1629.520	133.20791	-24.65435	457.4	
1630.439	133.20466	-24.66209	458.4	
1630.791	133.20320	-24.66498	457.1	
1631.038	133.20162	-24.66667	455.9	
1631.778	133.19651	-24.67145	453.4	
1632.168	133.19382	-24.67397	449.0	
1632.238	133.19334	-24.67443	448.7	
1632.484	133.19193	-24.67624	447.4	
1632.732	133.19110	-24.67835	448.0	
1632.980	133.19091	-24.68058	448.3	
1633.336	133.19098	-24.68379	445.5	
1633.513	133.19100	-24.68539	441.6	
1633.973	133.19106	-24.68954	437.8	
1634.114	133.19109	-24.69081	437.7	
1634.326	133.19113	-24.69273	434.3	
1635.068	133.19116	-24.69943	435.4	
1635.315	133.19054	-24.70158	431.9	
1635.561	133.18937	-24.70353	435.2	
1636.054	133.18682	-24.70732	428.7	
1636.089	133.18664	-24.70759	428.8	
1636.371	133.18519	-24.70977	424.7	
1637.041	133.18174	-24.71493	422.8	
1637.428	133.17994	-24.71801	422.8	
1637.675	133.17947	-24.72020	424.5	
1637.923	133.17967	-24.72243	422.6	
1638.171	133.18044	-24.72456	424.6	
1638.808	133.18243	-24.73001	421.0	
1638.949	133.18265	-24.73127	420.3	
1639.266	133.18274	-24.73413	415.5	
1639.901	133.18302	-24.73986	415.2	
1640.148	133.18390	-24.74194	415.6	
1640.395	133.18535	-24.74373	416.5	
1640.641	133.18682	-24.74550	413.9	
1640.852	133.18748	-24.74731	415.6	
1641.064	133.18754	-24.74922	415.2	
1641.276	133.18701	-24.75107	416.1	
1641.523	133.18579	-24.75300	416.1	
1641.839	133.18385	-24.75524	416.3	
1642.120	133.18243	-24.75742	417.8	
1642.332	133.18194	-24.75928	415.9	
1643.287	133.18024	-24.76776	414.1	
1643.994	133.17907	-24.77405	413.6	
1644.383	133.17891	-24.77756	413.6	
1644.807	133.17931	-24.78137	412.5	
1645.689	133.18075	-24.78923	412.8	
1646.572	133.18217	-24.79709	416.0	
1646.960	133.18279	-24.80055	419.2	
1647.066	133.18301	-24.80148	423.0	
1647.243	133.18359	-24.80299	422.5	
1647.631	133.18534	-24.80611	426.9	
1647.878	133.18618	-24.80820	428.7	
1648.195	133.18668	-24.81103	427.2	
1649.044	133.18782	-24.81862	424.0	
1649.678	133.18885	-24.82427	420.8	
1649.997	133.19001	-24.82695	423.4	
1650.492	133.19173	-24.83113	423.3	
1650.774	133.19211	-24.83365	423.4	
1651.586	133.19252	-24.84097	426.2	
1651.869	133.19268	-24.84352	427.8	
1652.328	133.19325	-24.84763	427.2	
1652.363	133.19330	-24.84795	427.1	
1652.645	133.19369	-24.85047	424.2	
1653.104	133.19419	-24.85459	419.6	
1653.140	133.19420	-24.85491	417.7	
1653.634	133.19416	-24.85937	419.0	
1654.553	133.19402	-24.86767	421.0	
1655.401	133.19390	-24.87532	419.5	
1656.072	133.19400	-24.88138	424.1	
1656.814	133.19485	-24.88803	427.3	
1656.885	133.19493	-24.88867	429.1	
1657.415	133.19545	-24.89343	424.7	
1657.839	133.19585	-24.89724	421.4	
1657.980	133.19598	-24.89851	418.8	
1658.122	133.19612	-24.89978	416.1	
1659.077	133.19702	-24.90836	419.3	
1659.641	133.19755	-24.91343	420.2	
1660.242	133.19809	-24.91884	417.6	
1660.383	133.19813	-24.92011	415.8	
1660.772	133.19789	-24.92361	413.0	
1660.949	133.19763	-24.92519	410.4	
1661.443	133.19655	-24.92954	409.4	
1662.290	133.19462	-24.93698	408.0	
1662.679	133.19407	-24.94046	409.3	
1663.031	133.19399	-24.94364	412.6	
1663.527	133.19436	-24.94810	412.5	
1664.516	133.19511	-24.95700	412.5	
1665.469	133.19584	-24.96558	415.7	
1666.387	133.19658	-24.97384	415.2	
1667.058	133.19712	-24.97988	417.1	
1667.128	133.19718	-24.98051	418.9	
1668.012	133.19792	-24.98846	421.6	
1668.471	133.19831	-24.99259	424.1	
1668.929	133.19869	-24.99671	426.3	
1669.531	133.19920	-25.00212	431.0	
1670.024	133.19961	-25.00656	436.8	
1670.448	133.19997	-25.01037	438.8	
1671.332	133.20070	-25.01832	437.0	
1672.284	133.20148	-25.02689	439.4	
1672.425	133.20159	-25.02816	441.6	
1672.602	133.20174	-25.02975	445.6	
1672.638	133.20176	-25.03007	446.5	
1673.132	133.20218	-25.03452	449.6	
1673.168	133.20220	-25.03484	450.3	
1673.803	133.20269	-25.04056	446.9	
1674.121	133.20264	-25.04343	443.6	
1675.040	133.20220	-25.05171	441.4	
1675.959	133.20177	-25.06000	442.9	
1676.772	133.20139	-25.06733	442.9	
1677.336	133.20088	-25.07240	443.0	
1677.725	133.19977	-25.07576	445.5	
1677.971	133.19904	-25.07788	447.8	
1678.289	133.19808	-25.08062	450.5	
1678.607	133.19730	-25.08340	454.1	
1678.890	133.19714	-25.08595	455.4	
1679.348	133.19749	-25.09007	453.9	
1679.807	133.19785	-25.09420	458.6	
1680.513	133.19839	-25.10056	460.7	
1680.796	133.19862	-25.10310	464.1	
1681.185	133.19916	-25.10658	464.5	
1681.326	133.19936	-25.10784	469.1	
1681.573	133.19969	-25.11005	472.6	
1681.644	133.19976	-25.11069	472.1	
1681.961	133.19986	-25.11355	469.9	
1682.173	133.19973	-25.11546	468.2	
1682.209	133.19970	-25.11578	468.6	
1682.598	133.19906	-25.11924	465.7	
1682.986	133.19793	-25.12259	463.5	
1683.269	133.19700	-25.12500	460.4	
1683.411	133.19654	-25.12621	458.5	
1684.082	133.19438	-25.13194	456.3	
1684.364	133.19373	-25.13442	456.1	
1684.788	133.19323	-25.13822	455.9	
1685.176	133.19329	-25.14172	451.2	
1685.495	133.19365	-25.14458	450.0	
1685.530	133.19369	-25.14490	449.7	
1685.672	133.19387	-25.14617	448.0	
1685.778	133.19400	-25.14712	447.0	
1686.343	133.19469	-25.15218	443.0	
1686.802	133.19526	-25.15629	439.1	
1686.872	133.19534	-25.15692	438.8	
1687.120	133.19565	-25.15914	435.0	
1687.402	133.19599	-25.16167	433.4	
1687.791	133.19647	-25.16515	432.1	
1688.119	133.19687	-25.16809	431.6	
1688.599	133.19746	-25.17239	428.4	
1688.980	133.19793	-25.17580	426.0	
1689.012	133.19797	-25.17609	425.4	
1689.108	133.19808	-25.17695	423.7	
1689.615	133.19871	-25.18149	422.9	
1690.197	133.19943	-25.18670	422.3	
1690.866	133.20029	-25.19269	419.3	
1690.918	133.20038	-25.19315	419.2	
1691.146	133.20087	-25.19516	420.0	
1691.495	133.20184	-25.19819	418.8	
1691.503	133.20185	-25.19826	418.9	
1691.594	133.20204	-25.19906	421.2	
1691.677	133.20222	-25.19979	420.6	
1691.730	133.20235	-25.20026	420.8	
1691.812	133.20255	-25.20097	421.4	
1691.925	133.20283	-25.20196	422.4	
1692.047	133.20314	-25.20303	421.7	
1692.074	133.20320	-25.20326	421.7	
1692.435	133.20408	-25.20642	418.1	
1692.834	133.20477	-25.20997	420.9	
1693.216	133.20510	-25.21340	418.1	
1693.595	133.20511	-25.21683	414.5	
1693.920	133.20497	-25.21976	412.3	
1694.029	133.20493	-25.22074	412.7	
1694.751	133.20477	-25.22726	411.1	
1695.292	133.20518	-25.23213	409.3	
1695.980	133.20615	-25.23827	410.2	
1696.811	133.20734	-25.24570	407.2	
1696.847	133.20739	-25.24602	406.7	
1697.100	133.20776	-25.24828	403.6	
1698.003	133.20906	-25.25634	402.9	
1698.400	133.20962	-25.25989	409.4	
1699.233	133.21072	-25.26734	406.4	
1699.702	133.21094	-25.27157	402.3	
1699.775	133.21093	-25.27223	401.4	
1699.882	133.21092	-25.27320	401.1	
1700.462	133.21054	-25.27842	399.1	
1700.968	133.20974	-25.28293	399.5	
1701.547	133.20834	-25.28800	402.0	
1702.343	133.20601	-25.29487	403.0	
1703.284	133.20325	-25.30298	402.8	
1703.859	133.20155	-25.30794	402.5	
1703.947	133.20130	-25.30870	402.1	
1704.011	133.20111	-25.30925	403.3	
1704.052	133.20099	-25.30960	403.6	
1704.116	133.20079	-25.31015	404.0	
1704.211	133.20053	-25.31098	403.6	
1704.367	133.20006	-25.31232	405.6	
1704.626	133.19931	-25.31455	402.9	
1704.843	133.19867	-25.31642	402.7	
1705.293	133.19737	-25.32031	405.7	
1705.908	133.19590	-25.32570	406.4	
1706.558	133.19472	-25.33147	406.5	
1707.209	133.19398	-25.33731	409.9	
1707.932	133.19354	-25.34382	411.8	
1708.473	133.19323	-25.34870	415.6	
1709.306	133.19276	-25.35620	414.0	
1710.209	133.19224	-25.36434	415.7	
1711.184	133.19168	-25.37313	418.0	
1712.015	133.19130	-25.38062	422.4	
1712.557	133.19154	-25.38551	424.0	
1713.135	133.19233	-25.39068	424.2	
1713.678	133.19357	-25.39545	424.9	
1714.221	133.19528	-25.40010	426.4	
1715.198	133.19868	-25.40836	424.9	
1715.993	133.20143	-25.41509	428.1	
1717.077	133.20519	-25.42426	430.1	
1717.584	133.20681	-25.42859	435.1	
1718.125	133.20807	-25.43334	435.4	
1718.739	133.20898	-25.43882	437.4	
1719.571	133.21036	-25.44622	438.7	
1720.114	133.21179	-25.45095	439.9	
1720.657	133.21329	-25.45566	442.5	
1721.308	133.21509	-25.46130	445.6	
1721.596	133.21589	-25.46380	448.4	
1722.422	133.21817	-25.47096	452.8	
1722.600	133.21864	-25.47251	454.4	
1722.674	133.21885	-25.47315	455.9	
1722.928	133.21957	-25.47535	459.2	
1722.964	133.21967	-25.47566	459.6	
1723.796	133.22198	-25.48287	459.1	
1724.447	133.22374	-25.48853	456.6	
1725.025	133.22482	-25.49365	454.0	
1725.567	133.22533	-25.49852	454.0	
1725.784	133.22540	-25.50048	451.9	
1726.074	133.22537	-25.50310	450.0	
1726.616	133.22496	-25.50798	449.0	
1727.196	133.22399	-25.51314	448.0	
1727.847	133.22242	-25.51884	449.9	
1728.642	133.22051	-25.52580	448.6	
1729.546	133.21833	-25.53372	449.0	
1729.979	133.21729	-25.53751	449.3	
1730.847	133.21519	-25.54511	452.5	
1731.714	133.21310	-25.55271	454.8	
1732.546	133.21109	-25.55999	455.3	
1733.160	133.20985	-25.56542	457.6	
1733.702	133.20925	-25.57028	459.3	
1733.738	133.20923	-25.57061	459.7	
1734.281	133.20914	-25.57551	461.0	
1734.824	133.20949	-25.58040	462.0	
1735.547	133.21000	-25.58691	463.9	
1736.597	133.21076	-25.59636	468.0	
1737.357	133.21130	-25.60320	471.5	
1737.826	133.21164	-25.60743	474.0	
1738.296	133.21198	-25.61166	476.4	
1738.333	133.21201	-25.61199	476.8	
1738.405	133.21206	-25.61264	477.5	
1738.442	133.21208	-25.61297	477.5	
1739.346	133.21274	-25.62111	481.5	
1740.105	133.21335	-25.62794	483.6	
1740.647	133.21426	-25.63276	486.6	
1740.923	133.21490	-25.63518	487.5	
1741.252	133.21583	-25.63803	488.6	
1741.503	133.21665	-25.64017	488.0	
1741.697	133.21735	-25.64180	488.0	
1741.829	133.21787	-25.64290	487.8	
1741.884	133.21810	-25.64335	488.0	
1741.908	133.21821	-25.64354	487.8	
1741.921	133.21825	-25.64365	487.7	
1741.987	133.21850	-25.64420	487.0	
1742.128	133.21912	-25.64535	486.9	
1742.179	133.21934	-25.64576	487.6	
1742.205	133.21946	-25.64597	487.6	
