km	long	lat	alt	name
1742.232	133.21958	-25.64619	487.3	
1742.341	133.22009	-25.64706	486.4	
1742.458	133.22065	-25.64798	486.5	
1742.489	133.22080	-25.64823	486.8	
1742.824	133.22246	-25.65085	486.0	
1743.510	133.22587	-25.65622	488.9	
1744.487	133.23072	-25.66386	490.6	
1745.428	133.23539	-25.67123	490.7	
1746.406	133.24022	-25.67889	490.7	
1747.346	133.24488	-25.68625	492.0	
1748.178	133.24900	-25.69277	493.7	
1749.119	133.25365	-25.70014	495.7	
1749.589	133.25598	-25.70382	497.1	
1750.494	133.26046	-25.71091	496.9	
1751.253	133.26422	-25.71686	494.8	
1752.122	133.26853	-25.72366	495.2	
1753.026	133.27300	-25.73075	497.0	
1753.893	133.27729	-25.73754	502.1	
1754.037	133.27800	-25.73867	505.6	
1754.074	133.27818	-25.73896	506.5	
1754.363	133.27961	-25.74123	509.0	
1755.231	133.28392	-25.74802	505.2	
1755.608	133.28574	-25.75100	505.0	
1755.649	133.28593	-25.75132	505.1	
1755.664	133.28599	-25.75145	505.1	
1755.808	133.28664	-25.75261	506.3	
1756.035	133.28757	-25.75447	507.6	
1756.062	133.28768	-25.75470	507.4	
1756.121	133.28791	-25.75519	507.4	
1756.214	133.28826	-25.75596	507.3	
1756.343	133.28872	-25.75705	509.0	
1756.376	133.28884	-25.75733	509.0	
1756.622	133.28964	-25.75943	511.1	
1757.062	133.29082	-25.76325	513.9	
1757.605	133.29186	-25.76806	514.3	
1758.220	133.29251	-25.77358	519.0	
1758.617	133.29289	-25.77715	521.6	
1758.905	133.29316	-25.77974	524.2	
1759.629	133.29382	-25.78625	529.2	
1759.845	133.29401	-25.78819	530.8	
1759.917	133.29405	-25.78884	532.2	
1760.315	133.29395	-25.79243	533.8	
1760.496	133.29374	-25.79405	533.4	
1760.893	133.29289	-25.79755	535.4	
1761.181	133.29195	-25.80001	532.0	
1761.218	133.29181	-25.80032	531.3	
1761.760	133.28986	-25.80488	531.6	
1762.050	133.28917	-25.80742	527.9	
1762.449	133.28866	-25.81099	526.6	
1762.847	133.28868	-25.81459	524.4	
1763.246	133.28924	-25.81815	521.9	
1763.644	133.29030	-25.82161	521.0	
1764.113	133.29208	-25.82553	518.0	
1764.619	133.29405	-25.82973	515.6	
1764.942	133.29530	-25.83242	514.4	
1765.142	133.29608	-25.83408	513.6	
1765.438	133.29724	-25.83654	512.5	
1765.643	133.29807	-25.83823	511.3	
1765.717	133.29860	-25.83870	511.8	
1765.848	133.29990	-25.83880	512.1	
1765.894	133.30030	-25.83900	511.6	Kulgera
1765.939	133.30040	-25.83940	511.7	
1766.081	133.30090	-25.84060	511.3	
1766.162	133.30070	-25.84130	510.9	
1766.228	133.30020	-25.84170	511.0	
1766.353	133.29900	-25.84200	510.7	
1766.399	133.29892	-25.84241	510.4	
1766.409	133.29893	-25.84250	510.3	
1766.532	133.29888	-25.84361	511.1	
1766.722	133.29851	-25.84529	510.6	
1766.906	133.29789	-25.84685	509.5	
1766.930	133.29779	-25.84705	509.3	
1766.981	133.29756	-25.84746	509.1	
1767.087	133.29703	-25.84829	509.0	
1767.197	133.29641	-25.84911	509.4	
1767.371	133.29540	-25.85038	508.5	
1767.401	133.29523	-25.85060	507.8	
1767.461	133.29488	-25.85105	506.9	
1767.492	133.29470	-25.85127	506.6	
1767.982	133.29187	-25.85488	504.8	
1768.016	133.29168	-25.85513	504.8	
1768.256	133.29030	-25.85690	504.7	
1768.836	133.28697	-25.86118	502.7	
1769.537	133.28293	-25.86635	505.0	
1769.944	133.28065	-25.86939	508.1	
1769.981	133.28045	-25.86967	509.0	
1770.055	133.28006	-25.87024	509.6	
1770.575	133.27728	-25.87420	504.1	
1770.686	133.27669	-25.87505	502.0	
1771.019	133.27491	-25.87759	502.1	
1771.316	133.27328	-25.87982	501.2	
1771.871	133.26991	-25.88380	503.0	
1772.538	133.26557	-25.88836	505.0	
1773.203	133.26143	-25.89306	506.8	
1773.722	133.25866	-25.89701	508.2	
1774.276	133.25615	-25.90147	510.9	
1774.831	133.25410	-25.90612	509.4	
1775.131	133.25304	-25.90866	510.6	
1775.266	133.25257	-25.90980	510.8	
1775.582	133.25146	-25.91247	511.0	
1775.779	133.25077	-25.91413	511.1	
1776.034	133.24985	-25.91628	513.7	
1776.322	133.24884	-25.91871	513.6	
1776.781	133.24724	-25.92260	515.6	
1777.521	133.24465	-25.92885	515.3	
1778.039	133.24283	-25.93323	518.2	
1778.076	133.24270	-25.93354	518.1	
1778.521	133.24114	-25.93730	519.6	
1778.928	133.23969	-25.94073	523.3	
1779.483	133.23734	-25.94527	524.4	
1779.890	133.23534	-25.94847	527.0	
1780.224	133.23352	-25.95099	530.2	
1780.260	133.23331	-25.95126	530.0	
1780.928	133.22933	-25.95610	528.4	
1780.966	133.22910	-25.95637	527.6	
1781.151	133.22800	-25.95771	525.3	
1781.558	133.22557	-25.96066	522.9	
1782.076	133.22247	-25.96440	526.0	
1782.965	133.21716	-25.97083	528.0	
1783.039	133.21672	-25.97137	529.2	
1783.335	133.21495	-25.97351	533.9	
1784.225	133.20963	-25.97994	531.4	
1784.262	133.20941	-25.98021	531.9	
1785.151	133.20409	-25.98663	536.0	
1785.188	133.20388	-25.98691	535.4	
1785.337	133.20303	-25.98801	534.1	
1785.522	133.20202	-25.98941	531.6	
1785.965	133.19984	-25.99289	530.5	
1786.187	133.19886	-25.99469	528.6	
1786.558	133.19741	-25.99777	527.5	
1786.742	133.19678	-25.99933	528.1	
1787.223	133.19538	-26.00348	526.4	
1787.630	133.19453	-26.00707	523.5	
1788.111	133.19387	-26.01137	522.9	
1788.384	133.19353	-26.01382	521.5	
1788.895	133.19290	-26.01840	520.0	
1789.546	133.19210	-26.02423	521.5	
1790.355	133.19130	-26.03149	522.1	
1790.905	133.19107	-26.03645	518.0	
1791.584	133.19113	-26.04258	516.6	
1791.681	133.19118	-26.04346	516.3	
1792.425	133.19174	-26.05015	516.7	
1793.038	133.19252	-26.05564	513.2	
1793.394	133.19304	-26.05882	512.2	
1794.234	133.19425	-26.06632	508.5	
1794.912	133.19523	-26.07238	508.0	
1795.784	133.19650	-26.08017	508.4	
1796.560	133.19762	-26.08710	505.1	
1797.304	133.19870	-26.09374	504.8	
1797.465	133.19893	-26.09518	504.0	
1798.176	133.19986	-26.10154	503.0	
1798.693	133.20027	-26.10619	500.8	
1799.404	133.20048	-26.11261	500.0	
1800.050	133.20030	-26.11844	496.7	
1800.406	133.20006	-26.12164	494.9	
1801.116	133.19932	-26.12802	491.1	
1801.732	133.19866	-26.13354	489.5	
1802.571	133.19774	-26.14107	487.8	
1803.444	133.19679	-26.14890	483.2	
1803.734	133.19648	-26.15151	482.9	
1804.445	133.19571	-26.15789	481.9	
1805.253	133.19483	-26.16514	481.2	
1806.060	133.19395	-26.17238	478.0	
1806.998	133.19293	-26.18079	476.1	
1807.806	133.19205	-26.18804	472.9	
1808.711	133.19107	-26.19616	472.0	
1809.519	133.19019	-26.20341	469.6	
1810.455	133.18917	-26.21181	468.2	
1810.971	133.18861	-26.21644	465.3	
1811.747	133.18780	-26.22341	464.0	
1812.555	133.18724	-26.23068	461.5	
1813.459	133.18673	-26.23883	462.1	
1813.911	133.18648	-26.24290	464.4	
1813.944	133.18647	-26.24320	463.6	
1814.558	133.18613	-26.24873	461.8	
1814.816	133.18604	-26.25106	458.7	
1815.399	133.18610	-26.25632	455.7	
1816.044	133.18655	-26.26213	454.2	
1816.787	133.18725	-26.26881	454.3	
1817.434	133.18785	-26.27462	456.9	
1817.466	133.18788	-26.27491	457.5	
1817.564	133.18797	-26.27579	459.4	
1818.211	133.18858	-26.28160	456.7	
1818.404	133.18876	-26.28334	451.5	
1818.436	133.18879	-26.28363	451.7	
1818.727	133.18907	-26.28624	452.0	
1819.503	133.18979	-26.29321	450.2	
1820.149	133.19041	-26.29902	447.4	
1820.957	133.19116	-26.30628	443.7	
1821.054	133.19126	-26.30715	443.3	
1821.248	133.19144	-26.30889	442.3	
1822.022	133.19217	-26.31585	437.8	
1822.701	133.19293	-26.32194	437.2	
1823.250	133.19404	-26.32679	436.1	
1823.798	133.19564	-26.33152	439.4	
1824.312	133.19758	-26.33582	435.2	
1824.764	133.19959	-26.33948	436.6	
1825.507	133.20298	-26.34545	437.1	
1826.058	133.20571	-26.34977	435.0	
1826.155	133.20624	-26.35050	433.9	
1826.674	133.20937	-26.35424	433.3	
1827.191	133.21278	-26.35776	432.7	
1827.320	133.21364	-26.35863	433.1	
1827.967	133.21792	-26.36301	435.0	
1828.128	133.21899	-26.36410	435.1	
1828.581	133.22197	-26.36718	433.4	
1829.098	133.22517	-26.37085	432.4	
1829.645	133.22815	-26.37500	428.7	
1830.192	133.23069	-26.37937	431.2	
1830.771	133.23289	-26.38421	428.5	
1831.386	133.23476	-26.38950	427.9	
1832.291	133.23746	-26.39729	426.8	
1833.098	133.23987	-26.40425	425.9	
1833.971	133.24248	-26.41177	424.0	
1834.746	133.24480	-26.41844	422.8	
1835.553	133.24721	-26.42540	419.0	
1836.136	133.24895	-26.43042	419.9	
1836.879	133.25117	-26.43682	415.7	
1837.622	133.25339	-26.44322	413.9	
1838.366	133.25561	-26.44963	415.5	
1838.915	133.25702	-26.45442	417.2	
1839.497	133.25803	-26.45960	416.9	
1840.079	133.25857	-26.46483	420.4	
1840.435	133.25865	-26.46804	415.2	
1841.016	133.25843	-26.47328	413.9	
1841.082	133.25839	-26.47387	414.0	
1841.760	133.25797	-26.47998	419.0	
1842.083	133.25776	-26.48289	420.9	
1842.504	133.25751	-26.48668	422.9	
1842.536	133.25749	-26.48697	421.9	
1842.762	133.25734	-26.48901	423.0	
1842.794	133.25732	-26.48930	423.2	
1843.603	133.25683	-26.49658	423.1	
1844.538	133.25624	-26.50501	421.5	
1845.023	133.25594	-26.50938	425.1	
1846.026	133.25531	-26.51841	424.5	
1846.155	133.25524	-26.51957	425.1	
1847.093	133.25465	-26.52802	429.4	
1847.965	133.25411	-26.53588	428.8	
1848.449	133.25378	-26.54024	426.3	
1848.999	133.25342	-26.54519	425.5	
1849.452	133.25299	-26.54926	422.4	
1850.293	133.25192	-26.55679	423.7	
1851.101	133.25076	-26.56401	424.0	
1851.650	133.25023	-26.56894	425.4	
1852.232	133.25014	-26.57419	424.0	
1852.813	133.25055	-26.57942	421.3	
1853.394	133.25144	-26.58460	419.9	
1853.943	133.25272	-26.58942	420.7	
1854.555	133.25464	-26.59467	421.3	
1854.877	133.25585	-26.59737	420.7	
1855.524	133.25869	-26.60262	418.6	
1856.138	133.26182	-26.60739	419.6	
1856.202	133.26215	-26.60789	420.4	
1856.461	133.26349	-26.60989	416.1	
1856.655	133.26448	-26.61140	415.7	
1856.882	133.26566	-26.61315	414.8	
1857.431	133.26849	-26.61740	409.1	
1858.076	133.27167	-26.62248	408.0	
1858.626	133.27396	-26.62699	409.8	
1859.177	133.27584	-26.63167	406.0	
1859.273	133.27613	-26.63250	404.0	
1860.082	133.27839	-26.63951	401.4	
1860.212	133.27874	-26.64064	401.6	
1861.053	133.28108	-26.64793	401.4	
1861.893	133.28341	-26.65522	400.9	
1862.474	133.28503	-26.66026	401.0	
1863.218	133.28710	-26.66671	401.5	
1863.896	133.28914	-26.67255	400.9	
1864.542	133.29149	-26.67798	399.0	
1865.155	133.29409	-26.68300	399.5	
1865.446	133.29537	-26.68536	398.9	
1865.995	133.29778	-26.68982	398.9	
1866.740	133.30096	-26.69590	397.8	
1867.224	133.30285	-26.69993	398.1	
1867.936	133.30535	-26.70595	396.9	
1868.939	133.30859	-26.71452	397.5	
1869.875	133.31161	-26.72252	399.1	
1870.716	133.31432	-26.72971	396.1	
1871.589	133.31710	-26.73718	398.1	
1872.461	133.31957	-26.74474	397.4	
1873.302	133.32159	-26.75211	397.1	
1874.144	133.32328	-26.75955	395.0	
1874.887	133.32447	-26.76617	391.5	
1875.598	133.32536	-26.77254	392.0	
1876.438	133.32613	-26.78009	393.8	
1876.535	133.32622	-26.78096	394.5	
1877.342	133.32694	-26.78822	396.3	
1878.182	133.32769	-26.79577	393.7	
1878.959	133.32839	-26.80275	391.9	
1879.928	133.32926	-26.81146	391.6	
1880.898	133.33012	-26.82018	391.4	
1881.415	133.33058	-26.82483	396.1	
1881.447	133.33061	-26.82512	396.4	
1881.932	133.33131	-26.82945	397.9	
1882.254	133.33233	-26.83221	397.3	
1882.609	133.33397	-26.83505	398.2	
1882.930	133.33588	-26.83739	404.8	
1883.091	133.33697	-26.83847	407.3	
1883.157	133.33744	-26.83888	409.4	
1883.253	133.33816	-26.83947	411.2	
1883.350	133.33891	-26.84003	412.8	
1883.480	133.33995	-26.84073	417.3	
1883.544	133.34048	-26.84107	417.7	
1883.706	133.34186	-26.84184	417.7	
1883.738	133.34214	-26.84198	417.2	
1883.965	133.34412	-26.84300	417.9	
1884.159	133.34581	-26.84388	417.1	
1884.288	133.34694	-26.84446	415.5	
1884.449	133.34834	-26.84519	413.5	
1885.128	133.35426	-26.84825	413.5	
1885.775	133.35984	-26.85125	412.1	
1886.259	133.36373	-26.85388	414.0	
1886.776	133.36751	-26.85709	413.0	
1887.259	133.37064	-26.86042	413.0	
1887.453	133.37178	-26.86184	412.2	
1887.939	133.37433	-26.86558	411.1	
1888.423	133.37641	-26.86953	406.9	
1888.941	133.37815	-26.87394	405.8	
1889.492	133.37951	-26.87876	406.5	
1890.043	133.38038	-26.88367	404.9	
1890.559	133.38075	-26.88832	405.7	
1891.044	133.38067	-26.89269	401.0	
1891.593	133.38012	-26.89762	400.6	
1892.206	133.37896	-26.90306	401.1	
1893.144	133.37704	-26.91135	398.0	
1893.887	133.37561	-26.91793	396.2	
1894.437	133.37509	-26.92287	396.1	
1894.760	133.37500	-26.92578	395.0	
1895.213	133.37517	-26.92987	394.1	
1895.764	133.37586	-26.93480	392.3	
1896.377	133.37710	-26.94022	391.9	
1897.249	133.37895	-26.94792	389.9	
1898.121	133.38081	-26.95561	385.7	
1898.799	133.38240	-26.96156	385.1	
1899.120	133.38374	-26.96420	384.5	
1899.442	133.38558	-26.96659	385.1	
1899.765	133.38784	-26.96869	387.7	
1900.088	133.39045	-26.97043	385.7	
1900.412	133.39336	-26.97175	385.6	
1900.832	133.39739	-26.97289	384.4	
1901.316	133.40199	-26.97433	381.7	
1901.639	133.40482	-26.97577	379.6	
1901.963	133.40735	-26.97762	382.1	
1902.316	133.40966	-26.98004	379.9	
1902.638	133.41129	-26.98256	376.6	
1902.963	133.41242	-26.98531	374.7	
1903.157	133.41290	-26.98701	374.9	
1903.933	133.41483	-26.99379	373.5	
1904.418	133.41648	-26.99791	373.9	
1904.900	133.41856	-27.00184	371.6	
1905.546	133.42174	-27.00693	369.7	
1906.322	133.42558	-27.01303	369.3	
1907.000	133.42892	-27.01837	367.3	
1907.840	133.43307	-27.02498	366.0	
1908.681	133.43722	-27.03159	364.8	
1909.166	133.43961	-27.03541	362.7	
1909.973	133.44360	-27.04176	365.3	
1910.910	133.44823	-27.04913	364.8	
1911.653	133.45190	-27.05498	368.7	
1911.846	133.45285	-27.05650	368.7	
1912.073	133.45397	-27.05828	373.2	
1912.914	133.45812	-27.06490	375.7	
1913.301	133.45999	-27.06797	377.2	
1913.463	133.46075	-27.06926	378.9	
1914.304	133.46442	-27.07610	380.6	
1914.595	133.46558	-27.07851	379.6	
1915.015	133.46717	-27.08203	375.7	
1915.921	133.47050	-27.08964	373.7	
1916.892	133.47406	-27.09780	372.8	
1917.504	133.47649	-27.10288	374.2	
1917.989	133.47886	-27.10671	373.1	
1918.506	133.48183	-27.11055	372.2	
1919.023	133.48522	-27.11409	372.8	
1919.185	133.48638	-27.11512	372.0	
1919.671	133.49003	-27.11804	377.0	
1920.155	133.49398	-27.12061	377.4	
1920.187	133.49425	-27.12077	377.0	
1920.608	133.49783	-27.12281	378.8	
1921.092	133.50195	-27.12516	381.1	
1921.836	133.50822	-27.12884	381.9	
1922.062	133.51003	-27.13009	378.2	
1922.288	133.51177	-27.13140	375.7	
1922.321	133.51202	-27.13160	374.4	
1922.580	133.51392	-27.13320	370.0	
1923.095	133.51742	-27.13664	367.2	
1923.580	133.52032	-27.14016	365.1	
1924.063	133.52284	-27.14390	365.0	
1924.547	133.52494	-27.14784	365.3	
1925.065	133.52671	-27.15224	364.0	
1925.583	133.52795	-27.15678	363.9	
1926.327	133.52933	-27.16338	363.2	
1927.136	133.53086	-27.17055	357.7	
1927.524	133.53158	-27.17399	355.9	
1927.556	133.53164	-27.17428	355.6	
1928.332	133.53328	-27.18112	353.6	
1929.107	133.53529	-27.18788	351.4	
1929.493	133.53642	-27.19122	347.4	
1929.526	133.53652	-27.19150	347.5	
1929.655	133.53692	-27.19261	346.8	
1930.398	133.53943	-27.19893	342.2	
1931.109	133.54212	-27.20488	340.3	
1931.820	133.54511	-27.21071	339.0	
1932.661	133.54901	-27.21745	343.1	
1933.501	133.55330	-27.22399	340.6	
1933.953	133.55576	-27.22743	341.8	
1934.955	133.56132	-27.23498	340.9	
1935.925	133.56670	-27.24229	336.6	
1936.087	133.56760	-27.24351	337.8	
1936.894	133.57208	-27.24960	336.7	
1937.670	133.57650	-27.25538	332.5	
1938.349	133.58059	-27.26030	330.5	
1938.479	133.58139	-27.26123	331.2	
1939.157	133.58568	-27.26600	329.4	
1939.868	133.59038	-27.27085	328.6	
1940.094	133.59190	-27.27237	328.0	
1940.158	133.59234	-27.27280	327.6	
1940.999	133.59800	-27.27845	327.2	
1941.839	133.60362	-27.28413	325.0	
1942.615	133.60859	-27.28955	322.9	
1943.092	133.61152	-27.29297	322.2	
1943.608	133.61459	-27.29673	323.0	
1944.223	133.61822	-27.30123	321.9	
1944.546	133.62027	-27.30350	323.1	
1944.570	133.62044	-27.30366	323.6	
1944.595	133.62060	-27.30383	323.9	
1944.815	133.62210	-27.30530	323.3	
1944.866	133.62246	-27.30563	322.7	
1945.246	133.62524	-27.30799	319.4	
1945.645	133.62816	-27.31047	322.6	
1946.128	133.63139	-27.31374	323.3	
1946.581	133.63407	-27.31705	324.5	
1947.098	133.63677	-27.32105	323.7	
1947.939	133.64099	-27.32763	322.4	
1948.166	133.64213	-27.32941	321.4	
1948.941	133.64603	-27.33548	320.0	
1949.878	133.65074	-27.34281	321.9	
1950.879	133.65578	-27.35065	322.7	
1951.946	133.66115	-27.35900	324.2	
1952.561	133.66424	-27.36381	319.4	
1952.948	133.66619	-27.36684	317.1	
1953.692	133.66993	-27.37266	315.7	
1954.532	133.67415	-27.37924	311.8	
1954.758	133.67529	-27.38101	310.4	
1955.663	133.67985	-27.38809	307.2	
1956.245	133.68278	-27.39265	303.1	
1956.665	133.68492	-27.39592	304.5	
1957.344	133.68868	-27.40105	301.9	
1958.022	133.69283	-27.40592	301.4	
1958.313	133.69471	-27.40794	298.5	
1958.475	133.69579	-27.40903	300.8	
1959.186	133.70075	-27.41368	297.1	
1959.736	133.70460	-27.41726	296.6	
1960.414	133.70911	-27.42187	296.3	
1960.543	133.70994	-27.42277	295.7	
1960.672	133.71076	-27.42368	296.2	
1961.254	133.71430	-27.42787	293.3	
1961.999	133.71852	-27.43344	292.6	
1962.709	133.72218	-27.43895	289.2	
1963.355	133.72527	-27.44409	287.8	
1964.033	133.72878	-27.44935	286.8	
1964.680	133.73252	-27.45414	285.1	
1965.293	133.73637	-27.45848	284.6	
1965.714	133.73910	-27.46139	287.3	
1966.522	133.74437	-27.46696	287.2	
1966.619	133.74500	-27.46763	285.2	
1966.943	133.74711	-27.46987	283.5	
1967.718	133.75216	-27.47522	284.3	
1968.106	133.75469	-27.47790	283.4	
1968.816	133.75931	-27.48281	284.1	
1969.204	133.76184	-27.48548	285.3	
1969.818	133.76585	-27.48972	289.0	
1970.658	133.77132	-27.49552	291.2	
1971.401	133.77616	-27.50065	294.3	
1972.177	133.78122	-27.50601	299.5	
1973.083	133.78713	-27.51226	296.0	
1973.762	133.79146	-27.51702	293.4	
1974.570	133.79637	-27.52285	290.1	
1975.248	133.80028	-27.52788	289.5	
1976.122	133.80514	-27.53447	290.6	
1976.897	133.80944	-27.54032	293.5	
1977.608	133.81339	-27.54568	292.1	
1978.384	133.81770	-27.55154	292.5	
1979.160	133.82201	-27.55739	289.8	
1980.033	133.82685	-27.56398	285.4	
1980.776	133.83098	-27.56959	287.4	
1981.617	133.83565	-27.57594	288.4	
1982.393	133.83996	-27.58179	289.9	
1983.234	133.84462	-27.58814	292.0	
1984.075	133.84930	-27.59448	291.3	
1984.753	133.85311	-27.59958	293.4	
1985.432	133.85710	-27.60457	294.8	
1986.144	133.86148	-27.60967	292.4	
1986.371	133.86293	-27.61126	291.5	
1987.277	133.86889	-27.61748	291.3	
1988.021	133.87402	-27.62240	290.9	
1988.216	133.87539	-27.62366	290.8	
1988.441	133.87701	-27.62510	290.8	
1989.154	133.88221	-27.62956	290.6	
1989.703	133.88634	-27.63288	292.9	
1990.317	133.89109	-27.63646	291.8	
1991.061	133.89690	-27.64073	293.6	
1991.836	133.90297	-27.64517	291.2	
1992.095	133.90498	-27.64667	294.0	
1992.870	133.91105	-27.65112	290.5	
1993.646	133.91711	-27.65558	292.0	
1994.551	133.92419	-27.66077	295.1	
1995.165	133.92899	-27.66430	296.0	
1995.230	133.92949	-27.66468	295.6	
1995.683	133.93287	-27.66744	303.5	
1996.071	133.93559	-27.66997	305.5	
1996.135	133.93602	-27.67041	306.6	
1996.362	133.93750	-27.67197	310.1	
1996.491	133.93832	-27.67288	310.9	
1996.685	133.93952	-27.67427	311.3	
1997.072	133.94177	-27.67713	309.2	
1997.233	133.94265	-27.67835	305.8	
1997.362	133.94333	-27.67935	303.6	
1997.395	133.94350	-27.67960	302.6	
1997.556	133.94431	-27.68086	298.7	
1997.684	133.94492	-27.68188	295.7	
1998.234	133.94741	-27.68632	305.3	
1998.265	133.94756	-27.68657	306.4	
1998.524	133.94882	-27.68862	306.4	
1998.556	133.94899	-27.68887	306.6	
1998.880	133.95068	-27.69137	311.1	
1999.008	133.95138	-27.69235	311.8	
1999.331	133.95314	-27.69481	314.5	
1999.397	133.95347	-27.69532	315.2	
1999.655	133.95474	-27.69736	315.7	
1999.817	133.95547	-27.69867	320.4	
2000.237	133.95732	-27.70208	325.1	
2000.625	133.95945	-27.70503	321.9	
2001.047	133.96218	-27.70796	317.1	
2001.338	133.96422	-27.70985	315.6	
2001.758	133.96737	-27.71241	315.9	
2002.243	133.97100	-27.71536	308.1	
2002.632	133.97368	-27.71793	304.4	
2003.180	133.97706	-27.72186	308.3	
2003.567	133.97915	-27.72482	312.0	
2003.599	133.97931	-27.72507	312.2	
2003.922	133.98083	-27.72765	316.8	
2003.987	133.98112	-27.72817	315.9	
2004.310	133.98243	-27.73085	319.9	
2004.666	133.98382	-27.73381	323.7	
2004.731	133.98407	-27.73435	323.6	
2004.893	133.98470	-27.73570	326.0	
2005.441	133.98689	-27.74025	330.4	
2006.022	133.98959	-27.74491	327.5	
2006.572	133.99253	-27.74913	324.0	
2006.864	133.99423	-27.75128	321.0	
2007.382	133.99752	-27.75493	315.9	
2007.835	134.00058	-27.75798	314.2	
2007.900	134.00102	-27.75842	313.7	
2008.773	134.00693	-27.76428	312.6	
2009.257	134.01001	-27.76768	313.0	
2009.741	134.01270	-27.77134	310.8	
2010.226	134.01499	-27.77521	310.5	
2010.710	134.01684	-27.77926	307.0	
2011.099	134.01800	-27.78261	300.9	
2011.616	134.01908	-27.78718	302.3	
2011.777	134.01930	-27.78862	301.5	
2011.874	134.01942	-27.78949	300.7	
2012.391	134.01969	-27.79415	293.6	
2013.233	134.01963	-27.80174	297.9	
2013.621	134.01974	-27.80524	301.4	
2014.104	134.02010	-27.80959	307.4	
2014.588	134.02069	-27.81393	310.7	
2015.236	134.02186	-27.81968	306.3	
2015.721	134.02300	-27.82394	302.1	
2015.753	134.02309	-27.82422	302.0	
2016.206	134.02437	-27.82814	299.3	
2016.982	134.02662	-27.83485	296.4	
2017.627	134.02849	-27.84043	293.7	
2018.629	134.03139	-27.84910	291.4	
2018.662	134.03149	-27.84938	290.9	
2018.856	134.03205	-27.85106	290.4	
2019.663	134.03439	-27.85804	291.0	
2020.213	134.03617	-27.86274	292.6	
2020.955	134.03870	-27.86905	295.5	
2021.827	134.04191	-27.87638	292.5	
2022.248	134.04355	-27.87989	291.8	
2023.023	134.04675	-27.88628	290.2	
2023.734	134.04984	-27.89208	286.6	
